id,trigger,conditions,script,text,options,notes
gaDAPirateOpenComm,OpenCommLink,"$entity.gaDA_pirate score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaDA_ref updateData","$entity.ignorePlayerCommRequests = true
SetStoryOption gaDA_kantaSentMe 1 gaDA_kantaSentMe general ""Pretended to know Kanta to retrieve $gaDA_widget from pirates""","As comunicações abrem e diante de você está o líder pirata. ""O que você quer, necrófago?"" $heOrShe diz com desprezo. ""Este é o nosso esconderijo e se você sabe o que é melhor, você estará procurando por alguns pedaços brilhantes em outro lugar para arrancar.""","gaDA_offerToBuy:Oferecem-se para comprar o que encontraram no local abandonado 
gaDA_threaten:Ameaçam atacar se não entregarem o alvo da missão 
gaDA_kantaSentMe:""Kanta me enviou. Ela quer seu prêmio.""",
gaDAPirateOfferToBuy,DialogOptionSelected,$option == gaDA_offerToBuy,"SetTextHighlights $gaDA_piratePayment
$gaDA_piratePrice = $gaDA_piratePayment 0
DoCanAffordCheck $gaDA_piratePrice gaDA_buyAgree false","Você explica ao capitão pirata que sabe exatamente o que eles encontraram, e isso só é realmente útil para um bando de acadêmicos estudiosos. Apesar de serem vermes inúteis, eles darão bons créditos a certos pedaços de lixo que você encontrar em um arranjo de longa data. Se os Piratas vendê-lo para você agora, isso lhes poupará uma longa viagem aos mundos centrais. E ter que lidar com os idiotas mais condescendentes de todo o Setor. $HeOrShe considera suas palavras e diz: ""Você tem alguns argumentos positivos, capitão. Eu odeio quando botas de lama inúteis tentam falar comigo. E,"" $heOrShe lhe dá um olhar feroz, ""eu não preciso outra acusação de assassinato em massa pela minha recompensa apenas por algum pedaço de lixo."" Depois de algumas ameaças implícitas adicionais e um pouco de negociação de sua parte, o capitão pirata se oferece para vender o que encontrou por $gaDA_piratePayment créditos.","gaDA_buyAgree:Concordo com o preço 
gaDA_buyDecline:Decline, simplesmente não vale a pena 
gaDA_buyDeclineAggro:""Decidi tirar isso de você à força.""",
gaDAPirateBuyConfirm,DialogOptionSelected,$option == gaDA_buyAgree,"RemoveCommodity credits $gaDA_piratePrice
$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage
MakeOtherFleetNonHostile gaDA true
EndConversation
ShowDefaultVisual",,,
gaDAPirateBuyDeclinePolite,DialogOptionSelected,$option == gaDA_buyDecline,"MakeOtherFleetNonHostile gaDA true
EndConversation
ShowDefaultVisual","Você cortou o link de comunicação depois de explicar ao capitão pirata que não ganharia o suficiente com o negócio para cobrir suas despesas. O relacionamento que você estabeleceu durante a negociação parece inclinar $himOrHer a deixá-lo ir, pelo menos por enquanto.",,
gaDADeclineBuyAggro,DialogOptionSelected,$option == gaDA_buyDeclineAggro,,"""Oh, entendo como é"", rosna o capitão pirata, erguendo o punho enluvado. ""Se você fosse me fazer matar você de qualquer maneira, por que você desperdiçou uma atmosfera preciosa com toda aquela conversa de camaradagem?"" As comunicações ficam estáticas; você especula que não ouve o punho batendo no console do pirata porque o link foi cortado pouco antes do choque reverberar nos captadores. Sim, isso explica tudo. Você se vira e descobre que seu oficial tático acabou de enviar um alerta de combate para o $shipOrFleet.",cutCommLinkNoText:Continuar,
gaDADeclineBuyAggroStronger,DialogOptionSelected,"$option == gaDA_buyDeclineAggro
$entity.relativeStrength < 0","SetTextHighlights $gaDA_piratePaymentLow
$gaDA_piratePrice = $gaDA_piratePaymentLow 0
DoCanAffordCheck $gaDA_piratePrice gaDA_buyAgree false","capitão pirata grita em pânico, o ar de desprezo do $hisOrHer se dissipa em um momento. ""Espere! Estamos apenas fazendo negócios aqui, posso chegar a um acordo!"" $HeOrShe suou, calculando visivelmente por um momento: ""Que tal $gaDA_piratePaymentLow créditos por esse pedaço de lixo? Seja razoável, capitão, podemos fazer isso funcionar para nós dois.""","gaDA_buyAgree:Aceite o novo preço 
cutCommLink:Decline. Desligue as comunicações e ligue os sistemas de batalha.",
gaDAThreatenToAttack,DialogOptionSelected,"$option == gaDA_threaten
$entity.relativeStrength < 0",$gaDA_piratePrice = 0 0,"capitão pirata ri muito, mas você detecta apenas uma nota de pânico subjacente à bravata. ""Oh, muito bem. Pensei que éramos os piratas aqui, mas não, é você. Eu admiro você, capitão."" Uma pausa para o drama: ""E eu admiro ainda mais sua poderosa frota. Alguns dos meus camaradas do vazio"", $heOrShe olha em volta, parecendo se dirigir à tripulação de $hisOrHer, ""considerariam entregar nosso saque um ato covarde. Mas Serei o covarde que vive sempre por causa de uma luta que sei que não posso vencer. A menos que tenhamos algum voluntário que queira se vestir e enfrentá-lo? Não? Com isso, $heOrShe sorri e faz uma reverência quando a comunicação é encerrada. Um momento depois, seu oficial tático informa que um drone de carga foi despachado da frota pirata.",gaDA_buyAgree:Colete o alvo da missão,
gaDAThreatenToAttackFail,DialogOptionSelected,$option == gaDA_threaten,,"capitão pirata ri muito com bravata sincera. ""Oh, muito bem. Pensei que éramos os piratas aqui, mas não, acho que deve ser você. Admiro seu espírito, capitão."" Uma pausa para o drama: ""Que isso assombre as estrelas apenas brevemente."" $HeOrShe executa meio giro, levanta o braço de $hisOrHer como um maestro e o abaixa. A conexão termina. Seu oficial tático informa: ""Hostiles se aproximando, senhor.""",cutCommLinkNoText:Continuar,
gaDAKantaSentMe,DialogOptionSelected,$option == gaDA_kantaSentMe,$player.kantaBluffs++,"O sangue escorre do rosto do capitão pirata. ""Ela... fez? Mas ela disse... tudo estava perdoado. Ela disse que estava equilibrado, ela disse que eu compensei isso para ela."" $HeOrShe parece muito preocupado. Melhor colocar isso em prática.","gaDA_kanta1:""Kanta nunca esquece. Mas se ela ainda não te matou..."" 
gaDA_kanta2:""Eu poderia dizer a ela que matei você. Mude seu nome. Mude seu rosto. Fique longe.""",
gaDAKantaSentMe1,DialogOptionSelected,$option == gaDA_kanta1,,"""...Então,"" o pirata, quase chorando, completa sua frase, ""...ela deve me querer vivo por algum motivo. E eu só serei útil para ela se estiver vivo, certo?"" Uma respiração profunda. ""Isso faz sentido. Eu ainda devo a ela. Sempre terei. Mas ela verá o quão leal eu sou, certo? Você dirá a ela que sou leal?"" O pirata olha para você, implorando.","gaDA_kanta1a:""Absolutamente leal.""",
gaDAKantaSentMe1a,DialogOptionSelected,$option == gaDA_kanta1a,$gaDA_piratePrice = 0 0,Você consegue se livrar da ligação de comunicação com o choroso capitão pirata no momento em que seu chefe de operações confirma que um drone de carga entregou um pacote do navio pirata líder.,gaDA_buyAgree:Continuar,
gaDAKantaSentMe2,DialogOptionSelected,$option == gaDA_kanta2,,"""Sim, sim. Sim, sim, sim. Isso pode funcionar. E- sim, se eu te der o que quer que seja essa coisa estúpida, você fará isso? Diga a ela que me viu morrer?"" O capitão pirata olha para você, implorando.","gaDA_kanta2a:""Estou imaginando isso agora.""",
gaDAKantaSentMe2a,DialogOptionSelected,$option == gaDA_kanta2a,$gaDA_piratePrice = 0 0,"""Maravilhoso!"" $HeOrShe parece que um peso enorme foi retirado dos ombros de $hisOrHer. ""Obrigado por... por esta oportunidade. Liberdade! Finalmente!"" Somente a promessa de que você inventará uma boa história sobre como eles dispararam armas tira o capitão pirata das comunicações. Você suspira e só então seu chefe de operações chama sua atenção para notar que um drone de carga entregou um pacote do navio pirata líder.",gaDA_buyAgree:Continuar,
# conversation with scavenger,,,,,,
gaDAScavFleetEncounter,BeginFleetEncounter,"$gaDA_scavenger score:1000
!$gaDA_encounteredAlready
Call $global.gaDA_ref updateData","$gaDA_encounteredAlready = true
$hailing = true 0
FleetDesc","Você alcançou os catadores que levaram o $gaDA_widgetNoArticle. Você dá uma olhada no relatório tático nos momentos tensos antes da conexão das comunicações. Eles são uma frota armada, mas não pesadamente, e você está longe dos mundos centrais. Se atacar esta frota e prevalecer, é pouco provável que enfrente sérias repercussões de qualquer facção importante, ou mesmo dos governos independentes. Ainda. Não importa quão rígida seja a segurança da informação ou quão leal seja a tripulação, rumores sombrios sempre circulam na esteira de capitães sedentos de sangue. A luz de solicitação de comunicação recebida pisca para você.",,
gaDAScavOpenComm,OpenCommLink,"$entity.gaDA_scavenger score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaDA_ref updateData","$entity.ignorePlayerCommRequests = true
SetStoryOption gaDA_scavBluff 1 gaDA_scavBluff general ""Lied to retrieve $gaDA_widget from scavengers""","Uma imagem de $personName, comandante da frota de catadores independente, surge diante de você. Com apenas uma olhada, você pode ver nos olhos de $hisOrHer que ambos entendem o que está em jogo em encontrar um estranho no volume escuro fora dos mundos centrais. ""Estrelas brilhantes, capitão,"" $heOrShe diz em saudação. ""O que o traz a esta órbita humilde?""","gaDA_scavBuy:""Você encontrou algo que preciso. Vamos fazer um acordo."" 
gaDA_scavThreaten:""Quero o que você encontrou. Envie. Esses são meus únicos termos."" 
gaDA_scavBluff:""Diga, você não é $personName?"" (blefe)",
gaDAScavBuy,DialogOptionSelected,$option == gaDA_scavBuy,"SetTextHighlights $gaDA_scavPayment
$gaDA_scavPrice = $gaDA_scavPayment
DoCanAffordCheck $gaDA_scavPrice gaDA_scavBuyAccept false","Você começa a negociar, um jogo que ambos conhecem, e argumenta que se eles venderem esse item de origem desconhecida para você agora, você poderá ajudá-los a evitar uma longa viagem de volta aos mundos centrais, momento em que eles só teriam que desperdiçar. mais tempo e combustível para encontrar o comprador certo. O Capitão $personLastName rebate: ""Está claro que você tem um comprador em mente. Por que não divulgar seu ID de comunicação para pagamento em dinheiro?"" Você balança a cabeça e explica que o relacionamento exclusivo que você tem vale mais do que um emprego. A negociação vai e volta, ambas as partes reconhecendo o interesse comercial da outra por vários pontos, até que o capitão independente chega a um preço pelo $gaDA_widgetNoArticle. ""Acho que $gaDA_scavPayment créditos é mais do que justo"", diz $heOrShe com aquele toque de finalidade que sinaliza que esta negociação está no fim.","gaDA_scavBuyAccept:Concordo com o preço 
cutCommLink:Decline, simplesmente não vale a pena",
gaDAScavBuyConfirm,DialogOptionSelected,$option == gaDA_scavBuyAccept,"FireBest ScavPaidText
RemoveCommodity credits $gaDA_scavPrice
$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage
MakeOtherFleetGoAway true
EndConversation
ShowDefaultVisual",,,
gaDAScavThreatenScavStronger,DialogOptionSelected,"$option == gaDA_scavThreaten
$entity.relativeStrength > 0","SetTextHighlights $gaDA_scavPaymentHigh
$gaDA_scavPrice = $gaDA_scavPaymentHigh
DoCanAffordCheck $gaDA_scavPrice gaDA_scavBuyAccept false","capitão necrófago cruza os braços e dá um leve aceno de cabeça para alguém fora da tela. ""Entendo"", diz $heOrShe, ""vamos fazer assim. Bem, não vamos perder tempo. Tempo é dinheiro, e lutar é uma boa maneira de todos perderem muito de ambos."" ""Você pode me pagar $gaDA_scavPaymentHigh créditos pelo meu trabalho, e então eu entregarei a você essa 'coisa'. Ou você pode tentar atacar minha frota e desperdiçar muito mais dinheiro do que essa quantia. Minhas projeções táticas não estimam um grande chance de vitória para o seu $shipOrFleet."" ""Então, como vai ser?""","gaDA_scavBuyAccept:Pague $gaDA_scavPaymentHigh crédito para receber o alvo da missão 
cutCommLink:Recuse e prepare-se para atacar",
gaDAScavThreatenScavSame,DialogOptionSelected,"$option == gaDA_scavThreaten
$entity.relativeStrength == 0","SetTextHighlights $gaDA_scavPaymentHigh
$gaDA_scavPrice = $gaDA_scavPaymentHigh
DoCanAffordCheck $gaDA_scavPrice gaDA_scavBuyAccept false","capitão necrófago cruza os braços e dá um leve aceno de cabeça para alguém fora da tela. ""Entendo"", diz $heOrShe, ""vamos fazer assim. Bem, não vamos perder tempo. Tempo é dinheiro, e lutar é uma boa maneira de todos perderem muito de ambos."" ""Você pode me pagar $gaDA_scavPaymentHigh créditos pelo meu trabalho, e então eu entregarei a você essa 'coisa'. Ou você pode tentar atacar minha frota e desperdiçar muito mais dinheiro do que essa quantia. Minhas projeções táticas não estimam um grande chance de vitória para o seu $shipOrFleet."" ""Então, como vai ser?""","gaDA_scavBuyAccept:Pague $gaDA_scavPaymentHigh crédito para receber o alvo da missão 
cutCommLink:Recuse e prepare-se para atacar",
gaDAScavThreatenScavWeaker,DialogOptionSelected,"$option == gaDA_scavThreaten
$entity.relativeStrength < 0",$gaDA_scavPrice = 0 0,"capitão necrófago cruza os braços e dá um leve aceno de cabeça para alguém fora da tela. ""Entendo"", diz $heOrShe, ""vamos fazer assim. Bem, não vamos perder tempo. Tempo é dinheiro, e lutar é uma boa maneira de todos perderem muito de ambos."" $HeOrShe parece notavelmente desapegado durante esta troca. Você percebe que $heOrShe vê sua ameaça e sua perda como simplesmente uma questão de negócios. ""Aceito seus termos. Por favor, esteja pronto para receber um drone de carga. Agora, se me der licença, capitão, temos trabalho a fazer."" As comunicações são interrompidas abruptamente. Seu display informa que um drone de carga com o pacote está chegando.",gaDA_scavBuyAccept:Continuar,
